GENE_SYMBOL	NAME	COSMIC_GENE_ID	CHROMOSOME	GENOME_START	GENOME_STOP	CHR_BAND	SOMATIC	GERMLINE	TUMOUR_TYPES_SOMATIC	TUMOUR_TYPES_GERMLINE	CANCER_SYNDROME	TISSUE_TYPE	MOLECULAR_GENETICS	ROLE_IN_CANCER	MUTATION_TYPES	TRANSLOCATION_PARTNER	OTHER_GERMLINE_MUT	OTHER_SYNDROME	TIER	SYNONYMS
PPM1D	protein phosphatase, Mg2+/Mn2+ dependent 1D	COSG15648	17	58677544	58741849	17q23.2	y	n	glioma, ovarian cancer, breast cancer			E	Dom	oncogene	A, Mis, N, F		n		1	PPM1D,ENSG00000170836.7,O15297,8493,PP2C-DELTA,Wip1
PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha	COSG33906	19	52693292	52730687	19q13.41	y	n	clear cell ovarian carcinoma			E	Dom	TSG	Mis		n		1	PPP2R1A,ENSG00000105568.13,P30153,5518,PP2A-Aalpha,PP2AA,PR65A
PPP6C	protein phosphatase 6 catalytic subunit	COSG20773	9	127908852	127952218	9q33.3	y	n	melanoma			E	Dom	TSG	Mis, N		n		1	PPP6C,ENSG00000119414.7,O00743,5537,PP6
PRCC	proline rich mitotic checkpoint control factor	COSG19761	1	156720402	156770607	1q23.1	y	n	papillary renal			E	Dom	fusion	T	TFE3	n		1	PRCC,ENSG00000143294.10,Q92733,5546,RCCP1
PRDM1	PR/SET domain 1	COSG1467	6	106534195	106557814	6q21	y	n	DLBCL			L	Rec	TSG	D, N, Mis, F, S		n		1	PRDM1,ENSG00000057657.10,O75626,639,PRDI-BF1
PRDM16	PR/SET domain 16	COSG47095	1	2985732	3355185	1p36.32	y	n	MDS, AML			L	Dom	oncogene, fusion	T	MECOM	n		1	PRDM16,ENSG00000142611.12,Q9HAZ2,63976,KIAA1675,KMT8F,MEL1,MGC166915,PFM13
PRDM2	PR/SET domain 2	COSG40375	1	14026693	14151574	1p36.21	y	n	glioma, colon adenocarcinoma, gastric carcinoma, ovarian carcinoma, HNSCC			E, O		TSG	O, F		n		2	PRDM2,ENSG00000116731.18,Q13029,7799,HUMHOXY1,KMT8,KMT8A,MTB-ZF,RIZ,RIZ1,RIZ2
PREX2	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2	COSG18648	8	68864353	69149265	8q13.2	y	n	melanoma, pancreatic ductal adenocarcinoma			E	Dom	oncogene	Mis, N		n		1	PREX2,ENSG00000046889.14,Q70Z35,80243,DEP.2,FLJ12987,P-REX2,PPP1R129
PRF1	perforin 1	COSG57123	10	72357104	72362531	10q22.1	n	y		various leukaemia, lymphoma		L	Rec	TSG	Mis		y	Type 2 familial haemophagocytic lymphohistiocytosis	1	PRF1,ENSG00000180644.6,P14222,5551,HPLH2,P1,PFP
PRKACA	protein kinase cAMP-activated catalytic subunit alpha	COSG36091	19	14202500	14228896	19p13.12	y	n	fibrolamellar hepatocellular carcinoma, cortisol secreting adrenal adenoma			E	Dom	oncogene	T, Mis, N	DNAJB1	n		1	PRKACA,ENSG00000072062.9,P17612,5566,PKACa
PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha	COSG55206	17	66507921	66547460	17q24.2	y	y	papillary thyroid	myxoma, endocrine, papillary thyroid	Carney complex	E, M	Dom/Rec	oncogene, TSG, fusion	T, Mis, N, F, S	RET	n		1	PRKAR1A,ENSG00000108946.10,P10644,5573,CNC1
PRKCB	protein kinase C beta	COSG3907	16	23847322	24231932	16p12.2	y	n	adult T-cell lymphoma-leukaemia			L			Mis		n		2	PRKCB,ENSG00000166501.8,P05771,5579,PKC(beta)
PRKCI	protein kinase C iota	COSG17356	3	169940153	170023769	3q26.2	y	n	lung SCC, oesophageal cancer			E		oncogene	A		n		1	PRKCI,ENSG00000163558.8,P41743,5584,PKCI
PRKD1	protein kinase D1	COSG10147	14	30045687	30661104	14q12	y	n	cribriform adenocarcinoma of the minor salivary glands, polymorphous adenocarcinoma of the minor salivary glands			E		fusion	T	PRKAR2A, SNX9	n	Autosomal dominant polycystic kidney disease	2	PRKD1,ENSG00000184304.10,Q15139,5587,PKC-mu,PKCM,PKD
PRPF40B	pre-mRNA processing factor 40 homolog B	COSG54036	12	49962001	50038449	12q13.12	y	n	melanoma, colon carcinoma, MDS			E, L			F, N		n		2	PRPF40B,ENSG00000110844.9,25766,HYPC
PRRX1	paired related homeobox 1	COSG3194	1	170631869	170708560	1q24.2	y	n	AML			L	Dom	fusion	T	NUP98	n		1	PRRX1,ENSG00000116132.7,P54821,5396,PHOX1
PSIP1	PC4 and SFRS1 interacting protein 1	COSG30907	9	15464064	15511017	9p22.3	y	n	AML			L	Dom	oncogene, fusion	T	NUP98	n		1	PSIP1,ENSG00000164985.10,O75475,11168,DFS70,LEDGF,p52,p75
PTCH1	patched 1	COSG11833	9	98205262	98279339	9q22.32	y	y	skin basal cell, medulloblastoma	skin basal cell, medulloblastoma	nevoid basal cell carcinoma syndrome	E, M	Rec	TSG	Mis, N, F, S		n		1	PTCH1,ENSG00000185920.11,Q13635,5727,BCNS
PTEN	phosphatase and tensin homolog	COSG24144	10	89622870	89731687	10q23.31	y	y	glioma, prostate, endometrial	harmartoma, glioma, prostate, endometrial	Cowden syndrome, Bannayan-Riley-Ruvalcaba syndrome	L, E, M, O	Dom	TSG	D, Mis, N, F, S		n		1	PTEN,ENSG00000171862.5,P60484,5728,MMAC1,PTEN1,TEP1
PTK6	protein tyrosine kinase 6	COSG4579	20	62159778	62168723	20q13.33	y	n	renal, gastric, head and neck, ovarian, others			E	Dom	oncogene, TSG	Mis, N		n		1	PTK6,ENSG00000101213.5,Q13882,5753,BRK
PTPN11	protein tyrosine phosphatase, non-receptor type 11	COSG4478	12	112856155	112947717	12q24.13	y	n	JMML, AML, MDS			L	Dom	oncogene	Mis		y	Noonan Syndrome	1	PTPN11,ENSG00000179295.11,Q06124,5781,BPTP3,PTP2C,SH-PTP2,SHP-2,SHP2
PTPN13	protein tyrosine phosphatase, non-receptor type 13	COSG36331	4	87515468	87736324	4q21.3	y	y	lung, NSCLC, gastric, peritoneal carcinomatosis	hepatocellular	Familial Hepatocellular Carcinoma	E	Rec	TSG	Mis, N		n		1	PTPN13,ENSG00000163629.8,Q12923,5783,PTP-BAS,PTP-BL,PTP1E,PTPL1
PTPN6	protein tyrosine phosphatase, non-receptor type 6	COSG38978	12	7055631	7070479	12p13.31	y	n	DLBCL			L		TSG	Mis		n		2	PTPN6,ENSG00000111679.12,P29350,5777,HCP,HCPH,PTP-1C,SHP-1,SHP1
PTPRB	protein tyrosine phosphatase, receptor type B	COSG50634	12	70910630	71031220	12q15	y	n	angiosarcoma			E	Rec	TSG	N, Mis, S, F		n		1	PTPRB,ENSG00000127329.10,P23467,5787
PTPRC	protein tyrosine phosphatase, receptor type C	COSG13257	1	198607801	198726545	1q32.1	y	n	T-ALL			L	Rec	TSG	Mis, N, S		n		1	PTPRC,ENSG00000081237.14,5788,GP180,LCA,T200
PTPRD	protein tyrosine phosphatase, receptor type D	COSG31734	9	8314246	10612723	9p24.1	y	n	lung cancer, kidney cancer, HNSCC, glioblastoma			E, O		TSG	D, N, Mis		n		2	PTPRD,ENSG00000153707.11,P23468,5789,HPTP,PTPD
PTPRK	protein tyrosine phosphatase, receptor type K	COSG37213	6	128289924	128841870	6q22.33	y	n	colorectal			E	Dom	TSG, fusion	T	RSPO3	n		1	PTPRK,ENSG00000152894.10,Q15262,5796,R-PTP-kappa
PTPRT	protein tyrosine phosphatase, receptor type T	COSG41967	20	40701392	41818610	20q13.11	y	n	HNSCC, colorectal cancer, gastric cancer, lung cancer, melanoma			E		TSG	Mis, N		n		1	PTPRT,ENSG00000196090.8,O14522,11122,KIAA0283,RPTPrho
PWWP2A	PWWP domain containing 2A	COSG56691	5	159488808	159546430	5q33.3	y	n	Spitzoid tumour			E	Dom	fusion	T	ROS1	n		2	PWWP2A,ENSG00000170234.8,Q96N64,114825,KIAA1935
QKI	QKI, KH domain containing RNA binding	COSG426	6	163835032	163999628	6q26	y	n	angiocentric glioma, colorectal cancer			E, O	Dom	oncogene, TSG	Mis, F, T	MYB	n		1	QKI,ENSG00000112531.12,Q96PU8,9444,QK3
RABEP1	rabaptin, RAB GTPase binding effector protein 1	COSG16554	17	5185558	5289129	17p13.2	y	n	CMML			L	Dom	fusion	T	PDGFRB	n		1	RABEP1,ENSG00000029725.12,Q15276,9135,RAB5EP,RABPT5,neurocrescin,rabaptin-5
RAC1	Rac family small GTPase 1	COSG52343	7	6414154	6443608	7p22.1	y	n	melanoma, carcinoma			E	Dom	oncogene	Mis, F		n		1	RAC1,ENSG00000136238.13,P63000,5879,Rac-1,TC-25,p21-Rac1
RAD17	RAD17 checkpoint clamp loader component	COSG38905	5	68665120	68710628	5q13.2	y	n	lymphoma, colon cancer			E, L		TSG	D		n		2	RAD17,ENSG00000152942.14,O75943,5884,CCYC,RAD17Sp,Rad24
RAD21	RAD21 cohesin complex component	COSG32771	8	117858174	117887105	8q24.11	y	n	AML, endometrium, colorectal, lung			L, E	Rec	oncogene, TSG	Mis, N, F		y	Cornelia de Lange syndrome-4	1	RAD21,ENSG00000164754.8,O60216,5885,KIAA0078,SCC1,hHR21
RAD50	RAD50 double strand break repair protein	COSG54553	5	131891711	131980313	5q31.1	y	y	breast cancer	breast cancer		E		TSG	D, F, Mis, N, O		n		1	RAD50,ENSG00000113522.9,Q92878,10111,RAD50-2,hRad50
RAD51	RAD51 recombinase	COSG34220	15	40986972	41024354	15q15.1	y	n	lung adenocarcinoma			E		fusion, oncogene	T	EGFR	n		2	RAD51,ENSG00000051180.12,Q06609,5888,BRCC5,FANCR,HsRad51,HsT16930
RAD51B	RAD51 paralog B	COSG2896	14	68286496	69196935	14q24.1	y	n	lipoma, uterine leiomyoma			M	Dom	TSG, fusion	T	HMGA2	n		1	RAD51B,ENSG00000182185.14,O15315,5890,R51H2,REC2,hREC2
RAD51C	RAD51 paralog C	COSG1276	17	56769934	56811703	17q22	n	y		ovarian, breast	familial breast-ovarian cancer susceptibility 3, fanconi anaemia,	E		TSG	F, Mis, N, S		n		1	RAD51C,ENSG00000108384.10,O43502,5889,FANCO,RAD51L2
RAD51D	RAD51 paralog D	COSG5976	17	33426811	33448541	17q12	n	y		tubo-ovarian carcinoma		E		TSG	Mis, N, F		n		1	RAD51D,ENSG00000185379.16,O75771,5892,HsTRAD,R51H3,Trad
RAF1	Raf-1 proto-oncogene, serine/threonine kinase	COSG56002	3	12625100	12705725	3p25.2	y	n	pilocytic astrocytoma, prostate			O, E	Dom	oncogene, fusion	T, A	SRGAP3, ESRP1	n		1	RAF1,ENSG00000132155.7,P04049,5894,CRAF,Raf-1,c-Raf
RALGDS	ral guanine nucleotide dissociation stimulator	COSG10242	9	135973107	136039301	9q34.2	y	n	PMBL, Hodgkin lymphoma,			L	Dom	fusion	T	CIITA	n		2	RALGDS,ENSG00000160271.10,Q12967,5900,RGDS,RGF,RalGEF
RANBP2	RAN binding protein 2	COSG2425	2	109335937	109402267	2q12.3	y	n	inflammatory myofibroblastic tumour			M	Dom	TSG, fusion	T	ALK	n		1	RANBP2,ENSG00000153201.11,P49792,5903,ADANE,NUP358
RAP1B	RAP1B, member of RAS oncogene family	COSG40742	12	69004619	69054372	12q15	y	n	glioma			O		oncogene	A, Mis		n		2	RAP1B,ENSG00000127314.13,P61224,5908,DKFZp586H0723,K-REV,RAL1B
RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1	COSG12472	4	99182535	99365012	4q23	y	n	T-ALL			L	Dom	oncogene, fusion	T	NUP98	n		1	RAP1GDS1,ENSG00000138698.10,P52306,5910,SmgGDS
RARA	retinoic acid receptor alpha	COSG29420	17	38465444	38513094	17q21.2	y	n	APL			L	Dom	oncogene, fusion	T	PML, ZBTB16, TRIM24, NUMA1, NPM1	n		1	RARA,ENSG00000131759.13,P10276,5914,NR1B1,RAR
RASA1	RAS p21 protein activator 1	COSG45119	5	86563705	86687748	5q14.3	y	n	lung SCC, oral SCC			E		TSG	N, F, S, Mis		n		1	RASA1,ENSG00000145715.10,P20936,5921,CM-AVM,GAP,p120,p120GAP,p120RASGAP
RB1	RB transcriptional corepressor 1	COSG50735	13	48877887	49056122	13q14.2	y	y	retinoblastoma, sarcoma, breast, small cell lung carcinoma	retinoblastoma, sarcoma, breast, small cell lung carcinoma	familial retinoblastoma	L, E, M, O	Rec	TSG	D, Mis, N, F, S		n		1	RB1,ENSG00000139687.9,P06400,5925,PPP1R130,RB
RBM10	RNA binding motif protein 10	COSG23450	X	47004268	47046212	Xp11.23	y	n	lung adenocarcinoma			E	Rec/X	TSG	Mis, F, N		y	TARP syndrome	1	RBM10,ENSG00000182872.11,P98175,8241,DXS8237E,GPATC9,GPATCH9,KIAA0122,S1-1,ZRANB5
RBM15	RNA binding motif protein 15	COSG17561	1	110881128	110889299	1p13.3	y	n	acute megakaryocytic leukaemia			L	Dom	fusion	T	MKL1	n		1	RBM15,ENSG00000162775.10,Q96T37,64783,OTT,OTT1
RECQL4	RecQ like helicase 4	COSG33708	8	145736667	145743229	8q24.3	n	y		osteosarcoma, skin basal cell, skin squamous cell	Rothmund-Thompson syndrome	M	Rec	oncogene, TSG	N, F, S		n		1	RECQL4,ENSG00000160957.8,9401,RecQ4
REL	REL proto-oncogene, NF-kB subunit	COSG13914	2	61108656	61158745	2p16.1	y	n	DLBCL, follicular lymphoma, Hodgkin lymphoma, PMBL			L	Dom	oncogene	A		n		1	REL,ENSG00000162924.9,Q04864,5966,I-Rel,c-Rel
RELA	RELA proto-oncogene, NF-kB subunit	COSG26184	11	65421067	65430565	11q13.1	y	n	supratentorial ependymoma			O		fusion, oncogene	T	ZFTA	n		1	RELA,ENSG00000173039.14,Q04206,5970,p65
RET	ret proto-oncogene	COSG36511	10	43572475	43625799	10q11.21	y	y	medullary thyroid, papillary thyroid, pheochromocytoma, NSCLC, Spitzoid tumour	medullary thyroid,  papillary thyroid, pheochromocytoma	multiple endocrine neoplasia 2A/2B	E, O	Dom	oncogene, fusion	T, Mis, N, F	H4, PRKAR1A, NCOA4, PCM1, GOLGA5, TRIM33, KTN1, TRIM27, HOOK3, KIF5B, CCDC6	y	Hirschsprung disease	1	RET,ENSG00000165731.13,P07949,5979,CDHF12,CDHR16,PTC,RET51
RFWD3	ring finger and WD repeat domain 3	COSG44011	16	74655292	74700779	16q23.1	y	y	lung cancer		Fanconi anemia W	E		TSG	D		n		2	RFWD3,ENSG00000168411.9,Q6PCD5,55159,FANCW,FLJ10520,RNF201
RGPD3	RANBP2-like and GRIP domain containing 3	COSG37363	2	107021446	107084832	2q12.2	y	n	endometrioid adenocarcinoma			E			Mis		n		2	RGPD3,ENSG00000153165.14,A6NKT7,653489,RGP3
RGS7	regulator of G protein signaling 7	COSG32223	1	240931554	241520530	1q43	y	n	melanoma			E			Mis		n		2	RGS7,ENSG00000182901.11,P49802,6000
RHOA	ras homolog family member A	COSG1698	3	49396578	49450431	3p21.31	y	n	diffuse gastric, T cell lymphomas, paediatric Burkitt lymphoma			E, L	Dom	oncogene, TSG	Mis, F, O		n		1	RHOA,ENSG00000067560.6,P61586,387,RHOH12,Rho12,RhoA
RHOH	ras homolog family member H	COSG27248	4	40192673	40248587	4p14	y	n	NHL			L	Dom	TSG, fusion	T	BCL6	n		1	RHOH,ENSG00000168421.8,Q15669,399,RhoH,TTF
RICTOR	RPTOR independent companion of MTOR complex 2	COSG33197	5	38938021	39074510	5p13.1	y	n	lung SCC			E		oncogene	A		n		1	RICTOR,ENSG00000164327.8,Q6R327,253260,AVO3,KIAA1999,MGC39830,PIA
RMI2	RecQ mediated genome instability 2	COSG19972	16	11343476	11445619	16p13.13	y	n	PMBL, Hodgkin lymphoma			L	Dom	TSG, fusion	T	CIITA	n		1	RMI2,ENSG00000175643.7,Q96E14,116028,BLAP18,MGC24665
RNF213	ring finger protein 213	COSG46160	17	78234665	78372586	17q25.3	y	n	ALCL			L	Dom	fusion	T	ALK	n		1	RNF213,ENSG00000173821.15,Q63HN8,57674,ALO17,KIAA1554,NET57
RNF43	ring finger protein 43	COSG43496	17	56429861	56494956	17q22	y	n	cholangiocarcinoma, ovary, pancreas			E	Rec	TSG	Mis, N, F, S		n		1	RNF43,ENSG00000108375.8,Q68DV7,54894,DKFZp781H0392,FLJ20315,URCC
ROBO2	roundabout guidance receptor 2	COSG29155	3	75955846	77699115	3p12.3	y	n	colorectal adenocarcinoma, melanoma			E		TSG	F		n		2	ROBO2,ENSG00000185008.13,Q9HCK4,6092,KIAA1568
ROCK1	Rho associated coiled-coil containing protein kinase 1	COSG53729	18	18526867	18691812	18q11.1	y	n	pancreatic ductal adenocarcinoma			E		oncogene	A		n		2	ROCK1,ENSG00000067900.6,Q13464,6093,p160ROCK
ROS1	ROS proto-oncogene 1, receptor tyrosine kinase	COSG3342	6	117609463	117747018	6q22.1	y	n	glioblastoma, NSCLC, Spitzoid tumour, cholangiocarcinoma, borderline ovarian			O, E	Dom	oncogene, fusion	T	GOPC, SDC4, SLC34A2, EZR, LRIG3, HLA-A, MYO5A, PPFIBP1, ERC1, CLIP1, TPM3, ZCCHHC8, KIAA1598, PWWP2A	n		1	ROS1,ENSG00000047936.6,P08922,6098,MCF3,ROS,c-ros-1
RPL10	ribosomal protein L10	COSG32586	X	153618315	153637504	Xq28	y	n	T-ALL			L	Dom	TSG	Mis		n		1	RPL10,ENSG00000147403.12,P27635,6134,DXS648,DXS648E,FLJ23544,L10,NOV,QM
RPL22	ribosomal protein L22	COSG41070	1	6241329	6269449	1p36.31	y	n	AML, CML			L	Dom	TSG, fusion	T	RUNX1	n		1	RPL22,ENSG00000116251.5,P35268,6146,EAP,L22
RPL5	ribosomal protein L5	COSG20158	1	93297582	93307481	1p22.1	y	n	T-ALL			L	Dom	TSG	Mis, N, F		y	Diamond-Blackfan anaemia	1	RPL5,ENSG00000122406.8,P46777,6083,L5,PPP1R135,uL18
RPN1	ribophorin I	COSG15048	3	128338817	128399918	3q21.3	y	n	AML			L	Dom	fusion	T	MECOM	n		1	RPN1,ENSG00000163902.7,P04843,6184,OST1
RRAS2	RAS related 2	COSG341	11	14299472	14386052	11p15.2	y	n	intracranial germ cell tumour			O		oncogene	Mis		n		1	RRAS2,ENSG00000133818.8,P62070,22800,TC21
RSPO2	R-spondin 2	COSG14311	8	108911544	109095913	8q23.1	y	n	colorectal			E	Dom	TSG, fusion	T	EIF3E	n		1	RSPO2,ENSG00000147655.6,Q6UXX9,340419,MGC35555
RSPO3	R-spondin 3	COSG53511	6	127439749	127518910	6q22.33	y	n	colorectal			E	Dom	oncogene, fusion	T	PTPRK	n		1	RSPO3,ENSG00000146374.9,Q9BXY4,84870,FLJ14440
RUNX1	runt related transcription factor 1	COSG26337	21	36160098	37376965	21q22.12	y	n	AML, pre B-ALL, T-ALL			L	Dom	oncogene, TSG, fusion	T	RPL22, MECOM, CBFA2T3, RUNX1T1, ETV6, AFF3	n		1	RUNX1,ENSG00000159216.14,Q01196,861,AMLCR1,PEBP2A2
RUNX1T1	RUNX1 translocation partner 1	COSG30725	8	92967203	93115514	8q21.3	y	n	AML			L	Dom	oncogene, TSG, fusion	T	KMT2A, RUNX1	n		1	RUNX1T1,ENSG00000079102.12,Q06455,862,CDR,ETO,MTG8,ZMYND2
RXRA	retinoid X receptor alpha	COSG37898	9	137208944	137332431	9q34.2	y	n	bladder carcinoma			E		TSG	F, Mis, N		n		1	RXRA,ENSG00000186350.8,P19793,6256,NR2B1
S100A7	S100 calcium binding protein A7	COSG54250	1	153430220	153433177	1q21.3	y	n	melanoma, T-cell lymphoma			L, O		fusion	T	VAV1	n		2	S100A7,ENSG00000143556.4,P31151,6278,S100A7c
SALL4	spalt like transcription factor 4	COSG33787	20	50400581	50419059	20q13.2	y	n	colorectal cancer, breast cancer, prostate cancer, glioblastoma, melanoma			E		oncogene	Mis, F		n	Duane-radial ray syndrome	1	SALL4,ENSG00000101115.8,Q9UJQ4,57167,ZNF797,dJ1112F19.1
SBDS	SBDS, ribosome maturation factor	COSG28814	7	66452664	66460588	7q11.21	n	y		AML, MDS	Schwachman-Diamond syndrome	L	Rec	TSG	F, N, O		n		1	SBDS,ENSG00000126524.5,Q9Y3A5,51119,CGI-97,FLJ10917,SDS,SWDS
SDC4	syndecan 4	COSG13336	20	43953928	43977064	20q13.12	y	n	NSCLC			E	Dom	fusion	T	ROS1	n		1	SDC4,ENSG00000124145.5,P31431,6385,SYND4,amphiglycan,ryudocan
SDHA	succinate dehydrogenase complex flavoprotein subunit A	COSG19014	5	218356	256815	5p15.33	y	y	GIST, paraganglioma	paraganglioma	paragangliomas-5 (PGL5)	M, O	Rec	TSG	Mis, N		n		1	SDHA,ENSG00000073578.12,P31040,6389,FP,SDHF
SDHAF2	succinate dehydrogenase complex assembly factor 2	COSG19800	11	61197514	61215001	11q12.2	n	y		paraganglioma	paraganglioma syndrome 2	M	Rec	TSG	Mis		n		1	SDHAF2,ENSG00000167985.2,Q9NX18,54949,FLJ20487,SDH5
SDHB	succinate dehydrogenase complex iron sulfur subunit B	COSG40405	1	17345217	17380665	1p36.13	n	y		paraganglioma, pheochromocytoma	familial paraganglioma	O	Rec	TSG	Mis, N, F		n		1	SDHB,ENSG00000117118.5,P21912,6390
SDHC	succinate dehydrogenase complex subunit C	COSG48952	1	161284047	161332984	1q23.3	n	y		paraganglioma, pheochromocytoma	familial paraganglioma	O	Rec	TSG	Mis, N, F		n		1	SDHC,ENSG00000143252.10,Q99643,6391,CYB560,cybL
SDHD	succinate dehydrogenase complex subunit D	COSG15709	11	111957497	111990353	11q23.1	n	y		paraganglioma, pheochromocytoma	familial paraganglioma	O	Rec	TSG	Mis, N, F, S		n		1	SDHD,ENSG00000204370.4,O14521,6392,cybS
SEPT5	septin 5	COSG34944	22	19701987	19712295	22q11.21	y	n	AML			L	Dom	fusion	T	KMT2A	n		2	SEPT5,ENSG00000184702.13,Q99719,2812,H5,HCDCREL-1
SEPT6	septin 6	COSG12068	X	118749687	118827333	Xq24	y	n	AML			L	Dom	fusion	T	KMT2A	n		2	SEPT6,ENSG00000125354.18,Q14141,23157,KIAA0128,MGC16619,MGC20339,SEP2,SEPT2
SEPT9	septin 9	COSG33356	17	75276651	75496678	17q25.3	y	n	AML*			L	Dom	fusion	T	KMT2A	n		2	SEPT9,ENSG00000184640.13,Q9UHD8,10801,AF17q25,KIAA0991,MSF1,PNUTL4,SeptD1
SET	SET nuclear proto-oncogene	COSG48158	9	131445703	131458679	9q34.11	y	n	T-ALL			L	Dom	fusion	T	NUP214	n		1	SET,ENSG00000119335.12,Q01105,6418,2PP2A,IGAAD,IPP2A2,PHAPII,TAF-I,TAF-IBETA
SETBP1	SET binding protein 1	COSG27123	18	42260138	42648475	18q12.3	y	y	aCML, sAML, MDS/MPN-U, CMML, JMML	neuroepithelial tumours	Schinzel-Giedion syndrome	L	Dom	oncogene, fusion	Mis, T	NUP98	n		1	SETBP1,ENSG00000152217.12,Q9Y6X0,26040,KIAA0437,SEB
SETD1B	SET domain containing 1B	COSG38236	12	122242086	122270562	12q24.31	y	n	CRC, endometrium			E		TSG	D, F		n		2	SETD1B,ENSG00000139718.6,Q9UPS6,23067,KIAA1076,KMT2G,Set1B
SETD2	SET domain containing 2	COSG87	3	47057919	47205457	3p21.31	y	n	clear cell renal carcinoma			E	Rec	TSG	N, F, S, Mis		n		1	SETD2,ENSG00000181555.15,Q9BYW2,29072,FLJ23184,HIF-1,HYPB,KIAA1732,KMT3A
SETDB1	SET domain bifurcated 1	COSG17810	1	150898739	150937213	1q21.3	y	n	malignant mesothelioma			E		oncogene	F, Mis		n		2	SETDB1,ENSG00000143379.8,Q15047,9869,ESET,KG1T,KIAA0067,KMT1E,TDRD21
SF3B1	splicing factor 3b subunit 1	COSG34753	2	198254508	198299815	2q33.1	y	n	myelodysplastic syndrome			L	Dom	oncogene	Mis		n		1	SF3B1,ENSG00000115524.11,O75533,23451,Hsh155,PRPF10,Prp10,SAP155,SF3b155
SFPQ	splicing factor proline and glutamine rich	COSG11998	1	35641979	35658749	1p34.3	y	n	papillary renal			E	Dom	TSG, fusion	T	TFE3	n		1	SFPQ,ENSG00000116560.6,P23246,6421,PPP1R140,PSF
SFRP4	secreted frizzled related protein 4	COSG25504	7	37945543	38065297	7p14.1	y	n	colorectal cancer, melanoma, SCC, gastric cancer, oesophageal SCC			E	Rec	TSG	Mis		y	Pyle disease	1	SFRP4,ENSG00000106483.7,Q6FHJ7,6424,FRP-4,FRPHE,FRZB-2,frpHE
SGK1	serum/glucocorticoid regulated kinase 1	COSG9367	6	134490384	134639250	6q23.2	y	n	Nodular lymphocyte predominant Hodgkin lymphoma			L		oncogene	Mis		n		2	SGK1,ENSG00000118515.7,O00141,6446
SH2B3	SH2B adaptor protein 3	COSG15986	12	111843752	111889427	12q24.12	y	n	MPN, sAML, erythrocytosis, B-ALL			L	Rec	TSG	Mis, F, N		y	Coeliac disease type 13; diabetes mellitus, insulin-dependent;	1	SH2B3,ENSG00000111252.6,Q9UQQ2,10019,IDDM20,LNK
SH3GL1	SH3 domain containing GRB2 like 1, endophilin A2	COSG16945	19	4360367	4400544	19p13.3	y	n	AL			L	Dom	oncogene, fusion	T	KMT2A	n		1	SH3GL1,ENSG00000141985.5,Q99961,6455,CNSA1,EEN,MGC111371,SH3D2B,SH3P8
SHTN1	shootin 1	COSG52787	10	118643742	118886097	10q25.3	y	n	Spitzoid tumour			E	Dom	fusion	T	ROS1	n		2	SHTN1,ENSG00000187164.13,A0MZ66,57698,shootin-1,shootin1
SIRPA	signal regulatory protein alpha	COSG14773	20	1875154	1920543	20p13	y	n	HNSCC, colorectal cancer, Lung SCC			E		TSG	O, F		n		2	SIRPA,ENSG00000198053.7,P78324,140885,BIT,CD172a,MFR,MYD-1,P84,SHPS-1,SHPS1,SIRP,SIRP-ALPHA-1,SIRPalpha,SIRPalpha2
SIX1	SIX homeobox 1	COSG4158	14	61110133	61124977	14q23.1	y	n	Wilms tumour			O		oncogene	Mis		n		1	SIX1,ENSG00000126778.7,Q15475,6495
SIX2	SIX homeobox 2	COSG3041	2	45232300	45236569	2p21	y	n	Wilms tumour			O		oncogene	Mis		n		2	SIX2,ENSG00000170577.7,Q9NPC8,10736
SKI	SKI proto-oncogene	COSG42780	1	2160134	2241558	1p36.33	y	n	melanoma			E		oncogene	Mis		n		2	SKI,ENSG00000157933.9,P12755,6497
SLC34A2	solute carrier family 34 member 2	COSG45567	4	25656923	25680370	4p15.2	y	n	NSCLC			E	Dom	TSG, fusion	T	ROS1	n		1	SLC34A2,ENSG00000157765.7,O95436,10568,NAPI-3B
SLC45A3	solute carrier family 45 member 3	COSG32348	1	205626979	205649587	1q32.1	y	n	prostate			E	Dom	fusion	T	ETV1, ETV5, ELK4, ERG, BRAF	n		1	SLC45A3,ENSG00000158715.5,Q96JT2,85414,IPCA-2,IPCA-6,IPCA-8,prostein
SMAD2	SMAD family member 2	COSG47412	18	45357922	45457515	18q21.1	y	n	colorectal carcinoma, hepatocellular carcinoma			E	Rec	TSG	Mis, N		n		1	SMAD2,ENSG00000175387.11,Q15796,4087,JV18-1,MADR2
SMAD3	SMAD family member 3	COSG21990	15	67356101	67487533	15q22.33	y	n	colorectal carcinoma, oral squamous cell carcinoma			E	Rec	TSG	Mis		n		1	SMAD3,ENSG00000166949.11,P84022,4088,HsT17436,JV15-2
SMAD4	SMAD family member 4	COSG37805	18	48494410	48611415	18q21.2	y	y	colorectal, pancreatic, small intestine	gastrointestinal polyp	juvenile polyposis	E	Rec	TSG	D, Mis, N, F		n		1	SMAD4,ENSG00000141646.9,Q13485,4089,DPC4
